お名前(HN可),所属陣営,銘柄コード,年末時点で2倍になりそうな銘柄は？
鈴木,湘南投資勉強会,TEM,TEM（テンパスAI） 2025年黒字化、医療AI
kent,湘南投資勉強会,TESLA,TESLA テスラ 自動運転､電池､ロボティックス等にトランプの後押し
鈴木,湘南投資勉強会,TLT,TLT 米国長期金利引き下げ
まろまろ,湘南投資勉強会,TOWA,"TOWA 6315
さすがにPER13倍は安い。最高益だし需給が閉まれば倍になってもおかしくない"
マー,湘南投資勉強会,TSLA,TSLA 　トランプ政権にイーロン・マスクが加盟し規制緩和を実行するため
シンタロー,湘南投資勉強会,TSLA,TSLA テスラ マスク氏の知名度が増加し業績アップ
かまやき,神戸投資勉強会,TSLA,TSLA テスラ　ロボット期待
よっしー,湘南投資勉強会,TSLA,TSLA テスラ　業績拡大
SAKANA,湘南投資勉強会,TSLA,米国株TSLA ビットコインと連動して上昇することを期待
マー,湘南投資勉強会,TSLL,TSLL　トランプ政権にイーロン・マスクが加盟し規制緩和を実行するため
oct,湘南投資勉強会,TSM,TSM 台湾積体電路製造（TSMC）ファブレスメーカーだが、技術力で深い堀えお気づいている。appleに対しても価格交渉力あり。
ゴミの持ち腐れ,湘南投資勉強会,TTWO,TTWO テイクツー・インタラクティブ・ソフトウェア 10年前後の間を空けて発売される2025年秋発売予定のゲームGTA6が全世界を虜にするポテンシャルを持っていると思うから。前作よりどれだけ多くのギネス記録を取れるか楽しみ。発売後どこの段階で評価されるか不明瞭なため年内で2倍になる可能性が若干低い。
VASHI,湘南投資勉強会,UEC,UEC ウラニウムエナジー　原子力
masa,神戸投資勉強会,ULTA,ULTA　アルタ・ビューティー　中国の景気刺激策によりEPSが増加すると思います。
メイプル,湘南投資勉強会,UMAC,UMAC Unusual Machines：ドローン需要
グラッチ,湘南投資勉強会,VRT,VRT バーティブホールディングス　データセンター向け売上が75％
さふらん,湘南投資勉強会,VRTX,VRTXバーテックス・ファーマシューティカルズ　ゲノム解析　世界初治療法も。
ごんきち,湘南投資勉強会,VUZI,VUZI ビュージックス ARが評価される。マイクロソフト・インチューンでの使用について認定を受領など。
ぬる,湘南投資勉強会,ZS,ZS　アメリカ株です。黒転まじかで売り上げの伸びが凄い＋利下げで一気に上がるのではないかと期待しています。
フク,無し,,アールプランナー　業績と水準訂正
ちゃっぴー,特になし,,アセンテック　売り上げ増加や、Windowsのサポート切れ、カドカワ事件でセキュリティへの関心が高まったと理解したため。また、今後もこの流れが続く可能性が高く、円高メリットも高いため。
蝦名美穂子,くまのもり,,アルソック防犯銘柄
とものり,湘南投資勉強会,,インターライフ　大阪万博、高還元志向。
投資家N,神戸投資勉強会,,エヌビディア
ミラグレーン,湘南投資勉強会,,エネチェンジ　　さすがに底でしょう
piyopiyodawan,神戸投資勉強会,,エフ・コード。このままの成長が続けば。
フックン,神戸投資勉強会,,オンワード　業績好調
piyopiyodawan,神戸投資勉強会,,カウリス。より金融機関に導入される展開が来れば。
アポロ,湘南投資勉強会,,キオクシア　業績が底打ち　NAND型フラッシュメモリーがAI向けで伸びる可能性
タイ,湘南投資勉強会,,キャリアデザインセンター　還元期待
Cowとれーだー,湘南投資勉強会,,クシム: 来期黒字化、経営陣田原さん期待、疑義注記解消
シュレディンガーのぱんだ,さいたま投資勉強会,,くすりの窓口（顧客基盤を再拡大したことと、新参入の事業が健保組合との契約を増やしているため）
もりお,湘南投資勉強会,,クラダシ　時価総額35億ほど。2027年度に売上100億をめざす。フードロスを最も削減することを目指す期待。
タイ,湘南投資勉強会,,グローバル・リンク・マネジメント　還元期待
フク,無し,,ゲオ　スイッチ2の発売後による業績変化期待
投資家N,神戸投資勉強会,,コインベース
甲鉄城のハバネロ,西成投資研究会,,"コスモスイニシア　
ホテル単価上昇
優待新設期待"
NY,神戸投資勉強会,,コスモスイニシア　ホテル好調PERの拡大見込む
NY,神戸投資勉強会,,コメ兵　在庫圧縮でマージン悪化、良化したらおもしろいかも？
きたやん,神戸投資勉強会,,"さくらインターネット

日本で初めてのことをたくさん行っており
日本産のサーバーは国をあげて使ってほしいと言っているから。"
タイ,湘南投資勉強会,,シライ電子工業　還元期待
タイ,湘南投資勉強会,,スーパーバッグ　還元期待
投資家N,神戸投資勉強会,,スーパーマイクロコンピューター
ちゃっぴー,特になし,,スターツ出版　アルファポリスに比べて安いため。ビジネスモデルもほぼ同じなので、売り上げ比から見ても、倍になるのでは？と思うため。ただし、流動性リスクは高い。
きたやん,神戸投資勉強会,,スタメン 4年4ヶ月で上場したから。
Cowとれーだー,湘南投資勉強会,,スパイダープラス:中計2025年から黒字化 新プラン導入
きたやん,神戸投資勉強会,,"スマレジ
サブスクの売り上げが何年上場して
社長も代わり、若手の力が加わると思ったから。"
蝦名美穂子,くまのもり,,セック　宇宙関連に強い企業のため
Hikaru,湘南投資勉強会,,ソシオネクスト　レガシー半導体企業が出ていったので。
アポロ,湘南投資勉強会,,ソフトフロント　2025年3月までに時価総額40億以上にする必要がある　大株主に注目
ユキカゼ,湘南投資勉強会,,タスキホールディングス　富裕層向けに投資用マンションを開発をしているので、継続するインフレ状況の中で、日本人にも外国人にも東京の駅近不動産は今後も需要があると思いました。
M,湘南投資勉強会,,テスラ　イーロンマスク　やっぱり米株が強い
なかし,湘南投資勉強会,,テスラ トランプの影響
蝦名美穂子,くまのもり,,"テラプローブ半導体テスト工程の会社
株価が24年に下がったので上がって欲しい意味も含めて"
投資家N,神戸投資勉強会,,テンパスAI
もけもけ山,湘南投資勉強会,,"テンパスAI
アメリカ株。医療×AI。孫正義さんも投資しているらしく興味を持ちました。
注目したのは、質・量ともに優れた自社DBを保有している点。770万件のがん患者データ、100万件以上の画像データ、97万件の病理データ、22万件の DNA/RNA データ。創薬会社へのDB提供によるストック収益基盤を持っている。
収益黒字化が見えれば、豊富な自社DBとAIの組み合わせで優位性を確立できそう。"
投資家N,神戸投資勉強会,,トライアル
Ottoto,湘南投資勉強会,,ニーズウェル　中経達成
neko4979,東京勉強会,,ニデック　売られ過ぎで株価に割安感があるから。
投資家N,神戸投資勉強会,,パランティア
アポロ,湘南投資勉強会,,ビーバンドットコム2025年3月までに時価総額40億以上にする必要がある　現金10億保有
piyopiyodawan,神戸投資勉強会,,フィックスターズ。量子コンピュータと言えばで。
タイ,湘南投資勉強会,,フジオーゼックス　還元期待
はるもふ,どちらにも所属していません,,フジオーゼックス。エンジンバルブの残存者利益を得る
ヨコカワ,湘南投資勉強会,,フジテック
ayame,湘南投資勉強会,,ブティックス。M&A関連銘柄が再評価され、再びPERが拡大することを見込んで。
きたやん,神戸投資勉強会,,プラスゼロ AIEという新しいAIを開発しているのと、東大生30％越えでとても若い会社で可能性があるから。
蝦名美穂子,くまのもり,,ブレインパッド株価きま会社評価より安すぎるため
きたやん,神戸投資勉強会,,ブロードエンタープライズ　ブロゼロのサービスは不動産オーナーであれば誰でも使いたい仕組みであると思ったから。
ayame,湘南投資勉強会,,ブロードコム。AI ASIC拡大で業績アップにより。
ヨコカワ,湘南投資勉強会,,ほしざき
ten,所属がわかりません。,,まだ、上場したばかりですが、是非成功して欲しいと思いました。下がったら、買い増ししたいです。
Cowとれーだー,湘南投資勉強会,,ミンカブ:ライブドアニュース事業による黒字化
Cowとれーだー,湘南投資勉強会,,ユーグレナ:ヘルスケア、化粧品事業による黒字化
フク,無し,,ライトアップ　水準訂正
neko4979,東京勉強会,,ラウンドワン　アメリカでの店舗展開、業績が急拡大しているから
ayame,湘南投資勉強会,,リスキル。現在、底値圏にあるように見受けられる。今後、業績が株価に反映されると見込んで。
